sort benchmark BATCHSIZE 10000 NUM_MULTI_BITS 3 complete after 82.93954s
Step,Records Sent,Indexed PRSS,Sequential PRSS
protocol/run-0/sort48/multi_apply_inv49/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort48/multi_apply_inv49/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort48/multi_apply_inv50/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort48/multi_apply_inv50/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort48/multi_apply_inv50/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort48/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort48/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort48/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort48/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort51/bit_permute,30000,0,0
protocol/run-0/sort51/bit_permute/multiply_across_bits/bit0,240000,0,0
protocol/run-0/sort51/bit_permute/multiply_across_bits/bit1,240000,0,0
protocol/run-0/sort51/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort51/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort51/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort51/multi_apply_inv51/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort51/multi_apply_inv51/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort51/multi_apply_inv51/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort51/multi_apply_inv52/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort51/multi_apply_inv52/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort51/multi_apply_inv52/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort51/multi_apply_inv53/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort51/multi_apply_inv53/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort51/multi_apply_inv53/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort51/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort51/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort51/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort51/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort54/bit_permute,30000,0,0
protocol/run-0/sort54/bit_permute/multiply_across_bits/bit0,240000,0,0
protocol/run-0/sort54/bit_permute/multiply_across_bits/bit1,240000,0,0
protocol/run-0/sort54/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort54/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort54/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort54/multi_apply_inv54/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort54/multi_apply_inv54/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort54/multi_apply_inv54/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort54/multi_apply_inv55/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort54/multi_apply_inv55/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort54/multi_apply_inv55/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort54/multi_apply_inv56/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort54/multi_apply_inv56/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort54/multi_apply_inv56/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort54/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort54/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort54/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort54/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort57/bit_permute,30000,0,0
protocol/run-0/sort57/bit_permute/multiply_across_bits/bit0,240000,0,0
protocol/run-0/sort57/bit_permute/multiply_across_bits/bit1,240000,0,0
protocol/run-0/sort57/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort57/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort57/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort57/multi_apply_inv57/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort57/multi_apply_inv57/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort57/multi_apply_inv57/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort57/multi_apply_inv58/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort57/multi_apply_inv58/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort57/multi_apply_inv58/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort57/multi_apply_inv59/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort57/multi_apply_inv59/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort57/multi_apply_inv59/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort57/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort57/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort57/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort57/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort6/bit_permute,30000,0,0
protocol/run-0/sort6/bit_permute/multiply_across_bits/bit0,240000,0,0
protocol/run-0/sort6/bit_permute/multiply_across_bits/bit1,240000,0,0
protocol/run-0/sort6/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort6/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort6/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort6/multi_apply_inv6/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort6/multi_apply_inv6/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort6/multi_apply_inv6/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort6/multi_apply_inv7/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort6/multi_apply_inv7/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort6/multi_apply_inv7/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort6/multi_apply_inv8/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort6/multi_apply_inv8/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort6/multi_apply_inv8/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort6/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort6/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort6/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort6/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort60/bit_permute,30000,0,0
protocol/run-0/sort60/bit_permute/multiply_across_bits/bit0,240000,0,0
protocol/run-0/sort60/bit_permute/multiply_across_bits/bit1,240000,0,0
protocol/run-0/sort60/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort60/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort60/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort60/multi_apply_inv60/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort60/multi_apply_inv60/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort60/multi_apply_inv60/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort60/multi_apply_inv61/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort60/multi_apply_inv61/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort60/multi_apply_inv61/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort60/multi_apply_inv62/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort60/multi_apply_inv62/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort60/multi_apply_inv62/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort60/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort60/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort60/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort60/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort63/bit_permute,60000,0,0
protocol/run-0/sort63/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort63/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort63/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort63/multi_apply_inv63/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort63/multi_apply_inv63/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort63/multi_apply_inv63/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort63/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort63/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort63/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort63/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
protocol/run-0/sort9/bit_permute,30000,0,0
protocol/run-0/sort9/bit_permute/multiply_across_bits/bit0,240000,0,0
protocol/run-0/sort9/bit_permute/multiply_across_bits/bit1,240000,0,0
protocol/run-0/sort9/compose/unshuffle_rho/shuffle1,20000,0,0
protocol/run-0/sort9/compose/unshuffle_rho/shuffle2,20000,0,0
protocol/run-0/sort9/compose/unshuffle_rho/shuffle3,20000,0,0
protocol/run-0/sort9/multi_apply_inv10/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort9/multi_apply_inv10/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort9/multi_apply_inv10/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort9/multi_apply_inv11/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort9/multi_apply_inv11/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort9/multi_apply_inv11/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort9/multi_apply_inv9/shuffle_inputs/shuffle1,20000,0,0
protocol/run-0/sort9/multi_apply_inv9/shuffle_inputs/shuffle2,20000,0,0
protocol/run-0/sort9/multi_apply_inv9/shuffle_inputs/shuffle3,20000,0,0
protocol/run-0/sort9/shuffle_reveal_permutation/reveal_permutation,30000,0,0
protocol/run-0/sort9/shuffle_reveal_permutation/shuffle_permutation/shuffle1,20000,0,0
protocol/run-0/sort9/shuffle_reveal_permutation/shuffle_permutation/shuffle2,20000,0,0
protocol/run-0/sort9/shuffle_reveal_permutation/shuffle_permutation/shuffle3,20000,0,0
